From	To
uniprot:Q920A5	Scpep1
uniprot:Q8BPQ2	Klf6
uniprot:Q62141	Sin3b
uniprot:Q5SV80	Myo19
uniprot:A2AMQ7	Prokr2
uniprot:Q8BJQ4	Ticam2
uniprot:Q9R1N9	Col13a1
uniprot:G3UX88	Cdk2ap2
uniprot:E9Q2D4	Cxcr4
uniprot:Q9QXW4	Fscn3
uniprot:Q3V1B2	Fzd4
uniprot:Q9CYF5	Rcc1l
uniprot:Q63918	Cavin2
uniprot:B1AT88	Sphk1
uniprot:Q61820	Rasl2-9
uniprot:Q8BZE4	Dusp16
uniprot:D3YTS2	C530008M17Rik
uniprot:Q3UDC9	Slc9a1
uniprot:P98084	Apba2
uniprot:P17095	Hmga1
uniprot:Q8K3A2	Trpt1
uniprot:Q9D6Y3	Tmem54
uniprot:D3Z3H3	Gimap6
uniprot:Q8BTM9	Rasgrp4
uniprot:B1ATD5	Mtmr3
uniprot:Q9R045	Angptl2
uniprot:A2A9R5	Elavl4
uniprot:Q02257	Jup
uniprot:Q80Y74	Gtsf2
uniprot:B1AWM4	Cyp2j13
uniprot:Q3UX37	Plekhg1
uniprot:Q0P6B2	Fubp1
uniprot:Q68EF0	Rab3ip
uniprot:P04370	Mbp
uniprot:B2RR88	Zfp964
uniprot:Q9DBU2	Naa60
uniprot:Q9JKP7	Pole3
uniprot:Q3UFS9	Stoml1
uniprot:E0CXF5	1700129C05Rik
uniprot:Q91WM0	Zfp617
uniprot:Q64373	Bcl2l1
uniprot:D4AFX6	Acap2
uniprot:Q08ED0	Bcl2l15
uniprot:Q9QZR0	Rnf25
uniprot:D3YXA7	Slc50a1
uniprot:D3Z479	Snx15
uniprot:A2ATR9	Ube2l6
uniprot:D3Z4F8	Satb1
uniprot:Q8K3C1	Mkks
uniprot:Q3TPK1	Foxp2
uniprot:Q3TNW5	Mucl3
uniprot:Q62120	Jak2
uniprot:Q80UC6	Gpr62
uniprot:Q8BX43	Relt
uniprot:Q8BJL1	Fbxo30
uniprot:B1ARJ9	Cd79b
uniprot:Q11011	Npepps
uniprot:Q8BGF3	Wdr92
uniprot:Q61200	Nxph1
uniprot:Q8R1B8	Rorb
uniprot:Q499X9	Mars2
uniprot:Q8K273	Mmgt1
uniprot:Q6AXH7	Ezh2
uniprot:D3YV43	Rps3
uniprot:Q3U224	Elmsan1
uniprot:A8Y5I6	Asb3
uniprot:Q0VDZ1	Defb6
uniprot:O88491	Nsd1
uniprot:D6RIN0	Lrmp
uniprot:G5E850	Cyb5a
uniprot:D3Z641	Tspan5
uniprot:Q3ULQ2	Pin1rt1
uniprot:Q9JMF3	Gng13
uniprot:Q3TZH4	Gzmb
uniprot:Q61137	Astn1
uniprot:Q9JHQ5	Lztfl1
uniprot:Q3UUJ4	Strada
uniprot:E9Q990	Tcf7l2
uniprot:Q50HX3	Rab14
uniprot:Q8CGY9	Nphp4
uniprot:Q64385	Il11ra1
uniprot:Q6A078	Cep290
uniprot:Q9JM52	Mink1
uniprot:P19182	Ifrd1
uniprot:Q3TTL3	Spata7
uniprot:Q01727	Mc1r
uniprot:P56654	Cyp2c37
uniprot:B7ZWI3	Tmem92
uniprot:Q8BX68	Hdlbp
uniprot:D3Z715	Tax1bp1
uniprot:Q9D799	Mtfmt
uniprot:P61375	Lhx5
uniprot:Q3TRE6	Dab2
uniprot:Q3UCS1	Ube2a
uniprot:P27048	Snrpb
uniprot:E9Q5V9	Pcid2
uniprot:E0CX86	Agl
uniprot:D3Z7R0	Bckdk
uniprot:P62814	Atp6v1b2
uniprot:D3Y273	Slc4a7
uniprot:Q8R3X2	Fam102a
uniprot:A2A7U0	Zmym1
uniprot:Q91YM4	Tbrg4
uniprot:Q922H1	Prmt3
uniprot:O08532	Cacna2d1
uniprot:Q8K2T4	Uqcc3
uniprot:F6TW20	Eif4g2
uniprot:Q8BLA1	Dlec1
uniprot:B1AZF9	Aatk
uniprot:P35582	Foxa1
uniprot:P08882	Gzmc
uniprot:Q8BPX6	Clspn
uniprot:Q3UEF2	Cyp2c29
uniprot:Q569X9	Cyp2c67
uniprot:A2ALL3	Rnf186
uniprot:F8SLP9	Pex5l
uniprot:Q8R0F7	Kynu
uniprot:Q9ES46	Parvb
uniprot:P39054	Dnm2
uniprot:Q3TB02	Bloc1s5
uniprot:F8WII3	Dpm1
uniprot:Q60841	Reln
uniprot:Q8CE93	Calhm4
uniprot:Q80XJ5	Nectin2
uniprot:Q6PEB4	Osgepl1
uniprot:P61971	Nutf2
uniprot:Q3UN70	Myrfl
uniprot:A2AKH7	Lrrc57
uniprot:Q4KL11	Enkur
uniprot:D3YZJ9	Tor1aip1
uniprot:D3YUD2	Afdn
uniprot:E9QQ99	Syvn1
uniprot:Q9D9M0	Prss52
uniprot:Q9JLS0	Hilpda
uniprot:A2A5X3	Krtap9-5
uniprot:B1AY64	Cypt3
uniprot:Q8K304	Tmem129
uniprot:P79621	Ciita
uniprot:Q5SX48	Slc25a11
uniprot:G3UWJ4	Dap3
uniprot:Q3UX53	Rbbp7
uniprot:Q9WU72	Tnfsf13b
uniprot:Q3UH26	Apba1
uniprot:Q543W5	Kcnj2
uniprot:P70313	Nos3
uniprot:Q80TP3	Ubr5
uniprot:Q3TYH0	Irf2
uniprot:Q8BL43	Rassf10
uniprot:Q9CWM2	Cdca4
uniprot:Q71S45	Pglyrp2
uniprot:Q7TSH3	Znf516
uniprot:Q54AG5	Chkb
uniprot:E9Q396	Nrg3
uniprot:Q921F4	Hnrnpll
uniprot:Q8CFS2	Ddx10
uniprot:D3YY79	Ggt1
uniprot:P59266	Fitm2
uniprot:Q6P6L0	Filip1l
uniprot:D3Z5V4	Fam124a
uniprot:A2AKW0	Slc25a51
uniprot:Q4PNJ2	Nkain2
uniprot:Q5SWJ8	mCG_116534
uniprot:Q6PZD9	Cebpe
uniprot:Q9DCA9	Fads1
uniprot:A7RDN6	Rnls
uniprot:Q52PG7	H2-Q9
uniprot:E0CY23	Hspa4l
uniprot:Q3UU93	Ptprn2
uniprot:Q8BHJ4	A730013G03Rik
uniprot:Q6PJN8	Dalrd3
uniprot:Q9Z0F4	Cib1
uniprot:A8Y5I5	Myo1g
uniprot:Q3UKP8	Dapk1
uniprot:E9Q9Z9	Dspp
uniprot:E0CY14	Tle3
uniprot:Q9DCY6	Gstt1
uniprot:Q8BIT5	Zdhhc17
uniprot:E9Q9Q6	Cdh18
uniprot:E9Q9Q8	Art3
uniprot:Q2L9A9	Mdm2
uniprot:E9Q273	Cish
uniprot:B2RQE8	Arhgap42
uniprot:E0CZ42	Fer1l6
uniprot:Q8R164	Bphl
uniprot:Q6IQY4	Atad2
uniprot:Q3V086	Ddx4
uniprot:Q91V14	Slc12a5
uniprot:Q9EP78	Chst7
uniprot:E9Q341	Stk36
uniprot:E9PXL4	Gabra1
uniprot:Q04573	Npy1r
uniprot:E9PWX8	Mast4
uniprot:Q3UH45	Tecpr2
uniprot:Q9DA62	1700019M22Rik
uniprot:B2RXW8	Ppfia1
uniprot:Q62463	Avpr1a
uniprot:Q8C415	Sntg1
uniprot:Q9JK88	Serpini2
uniprot:Q9WUV2	St6galnac3
uniprot:Q8BGD6	Slc38a9
uniprot:Q3USJ2	Sirt1
uniprot:P70414	Slc8a1
uniprot:Q3UHE7	Kif21a
uniprot:E0CYQ4	Inpp1
uniprot:Q3UMQ5	Fktn
uniprot:B7ZMW6	Cd163
uniprot:F2Z470	Hmgcr
uniprot:Q99JW2	Acy1
uniprot:P49452	Cenpc
uniprot:Q3TIR3	Ric8a
uniprot:D3YUF1	Slc4a2
uniprot:B2RTL6	Thbs4
uniprot:Q8K2Y3	Eva1b
uniprot:Q8R4I1	Atxn7
uniprot:Q3UFW4	Kat6a
uniprot:Q9ERC8	Dscam
uniprot:P56383	Atp5mc2
uniprot:F2Z3U9	Vwa5b2
uniprot:P56477	Irf5
uniprot:Q3TCU5	Tapbp
uniprot:Q9D6N1	Ca13
uniprot:D3Z3E6	Tmem56
uniprot:D4QGC2	Maml3
uniprot:A2RSQ0	Dennd5b
uniprot:E9Q688	Tnnt1
uniprot:Q9Z1G3	Atp6v1c1
uniprot:Q6ZPV2	Ino80
uniprot:Q9Z150	Zbtb12
uniprot:Q80TB8	Vat1l
uniprot:Q2EG98	Pkd1l3
uniprot:B1ARI9	Prr29
uniprot:O35969	Gamt
uniprot:G3UZG0	Fam216b
uniprot:Q61129	Cfi
uniprot:Q8CFU0	Tmem198b
uniprot:D3Z1R4	Lrrc14
uniprot:Q922R8	Pdia6
uniprot:Q9Z1F3	Tcte2
uniprot:Q8BI71	Exoc3l1
uniprot:G3X9A2	Krtap24-1
uniprot:Q3UPL7	Lsm10
uniprot:B2KG65	Lck
uniprot:Q91W09	Fech
uniprot:E0CXB3	2010300C02Rik
uniprot:Q9JHZ2	Ankh
uniprot:Q9JKY0	Cnot9
uniprot:Q3U0V6	Zfp277
uniprot:O35448	Ppt2
uniprot:Q8C6V2	E030011O05Rik
uniprot:P49183	Dnase1
uniprot:P13597	Icam1
uniprot:Q8BJL9	Ugt2b35
uniprot:G3UZC9	Ugt1a10
uniprot:Q3US10	Bcl11a
uniprot:Q4FJU9	Tmem40
uniprot:Q9D3X4	4933428G20Rik
uniprot:D3YWJ3	Rps2
uniprot:P56387	Dynlt3
uniprot:Q60809	Cnot7
uniprot:B8JK42	Mfsd2b
uniprot:Q5RJF7	Cacna2d4
uniprot:Q9JHH2	Tspan32
uniprot:G3X8Z1	Clca4a
uniprot:D3Z5P5	Ighmbp2
uniprot:Q99ML6	Slc25a2
uniprot:O55127	Cyp26a1
uniprot:Q3UBB0	Gns
uniprot:D3YZA5	Ilk
uniprot:Q8BWQ5	Dclk3
uniprot:Q8BFT2	Haus4
uniprot:Q7TSH4	Ccp110
uniprot:O88609	Lmx1b
uniprot:B1AS29	Grik3
uniprot:Q6NXJ0	Wwc2
uniprot:E9QAN8	Pik3c2b
uniprot:Q9CVC8	Cyp2c65
uniprot:P04345	Cryga
uniprot:Q99JV5	Stard4
uniprot:Q9D1L0	Chchd2
uniprot:Q8CFJ9	Wdr24
uniprot:Q9JIA7	Sphk2
uniprot:O89094	Casp14
uniprot:Q505G8	Znf827
uniprot:P28229	Gjc1
uniprot:Q61418	Clcn4
uniprot:Q542T3	Irf7
uniprot:P49312	Hnrnpa1
uniprot:Q7TMI7	Fam89b
uniprot:Q8R1B4	Eif3c
uniprot:Q91Y86	Mapk8
uniprot:Q9D2P1	Mllt3
uniprot:Q9WVQ0	Pmfbp1
uniprot:P70387	Hfe
uniprot:Q924X7	Stk33
uniprot:Q80VP2	Spata7
uniprot:B1AWG4	Lrrc37a
uniprot:A2ANP4	Dnaic1
uniprot:P59672	Anks1a
uniprot:Q91Y17	Pcdha2
uniprot:Q8BI23	Aknad1
uniprot:Q3TRK2	Tnrc6b
uniprot:D3Z4L2	Actl6b
uniprot:Q0VB45	Kcnj6
uniprot:Q8QZY4	Rtbdn
uniprot:A2AHC4	Camsap1
uniprot:G3UZ39	Dxo
uniprot:Q3V0K7	Cops5
uniprot:P58682	Tlr8
uniprot:B2M1R6	Hnrnpk
uniprot:Q9DA19	Cir1
uniprot:Q3UQQ1	Qk
uniprot:Q3UUY0	Psors1c2
uniprot:Q8CAK3	Shfl
uniprot:Q5ND25	Slc43a2
uniprot:Q6KAR6	Exoc3
uniprot:Q8CFP6	Dnajc27
uniprot:Q7TPG0	1700010I14Rik
uniprot:Q4VA29	Rtraf
uniprot:Q9EPL5	Mmp1a
uniprot:Q80SV1	Lhfpl1
uniprot:Q3U2F0	F7
uniprot:P43137	Reg1
uniprot:Q8BGV0	Nars2
uniprot:A2ALB1	Rexo4
uniprot:Q9Z0L0	Tpbg
uniprot:Q3TN48	Zfr2
uniprot:Q8VDU7	Sectm1b
uniprot:B2RPU7	Klf16
uniprot:Q3TYT4	Ms4a3
uniprot:Q9CPX4	Ftl1
uniprot:D3Z0M3	Akt2
uniprot:Q9D669	Cfap43
uniprot:Q9D1C2	Cby1
uniprot:Q8C010	Gpr61
uniprot:Q9CPV0	Tmem107
uniprot:Q4W8U9	Scg2
uniprot:Q0VDU3	Gpr15
uniprot:Q8BM80	Tmem175
uniprot:Q542A3	Serpinb2
uniprot:Q80X59	Tmco5b
uniprot:G3XA18	Naaa
uniprot:P41245	Mmp9
uniprot:E9PWH1	Boll
uniprot:P0C090	Rc3h2
uniprot:B0V2N8	Anxa2
uniprot:D7PDD4	Mpig6b
uniprot:O08745	Adgre1
uniprot:B7ZCL7	Dkc1
uniprot:E0CY60	Arhgef4
uniprot:A3KGB4	Tbc1d8b
uniprot:Q3U6J0	AW112010
uniprot:E9Q451	Cdh8
uniprot:D3YWK8	Slc4a3
uniprot:D3Z141	Lgals7
uniprot:Q91W18	Tdrd3
uniprot:D6RI84	Trpc7
uniprot:P59764	Dock4
uniprot:Q9D8E6	Rpl4
uniprot:E9Q8Y0	Myl2
uniprot:Q8BW14	Coa5
uniprot:G3X8P6	Txnrd3
uniprot:Q8R1Z4	Ppp1r42
uniprot:P41539	Tac1
uniprot:Q8K4Q7	Cerk
uniprot:D6REF0	Tor1b
uniprot:O35381	Anp32a
uniprot:Q9D2F8	Toporsl
uniprot:Q6V3W6	Drc7
uniprot:Q6AXF6	Sidt1
uniprot:F6Y0W2	Dab2ip
uniprot:Q3UHC2	Lrrk1
uniprot:Q80VQ1	Lrrc1
uniprot:Q5HZK3	Psme1
uniprot:Q91VT1	Nsmce2
uniprot:D3Z445	Zfp707
uniprot:E9Q071	Racgap1
uniprot:D3Z326	Crem
uniprot:D3YYJ8	Tmem63b
uniprot:Q61609	Slc20a1
uniprot:P32082	Ghrhr
uniprot:Q8BLP9	Oprd1
uniprot:Q8BMP6	Acbd3
uniprot:B0R0C0	Oprl1
uniprot:E9PYF2	Adam10
uniprot:Q91VU8	Ptov1
uniprot:Q4FK79	Ssr3
uniprot:O88908	Soat2
uniprot:Q3TU25	Ddx17
uniprot:Q8BPM0	Daam1
uniprot:Q3V0V9	Art5
uniprot:Q6NV92	Zfp941
uniprot:A2RSV8	Cox4i1
uniprot:Q04692	Smarcad1
uniprot:E9Q3B2	Pogk
uniprot:Q99MW1	Stk31
uniprot:E9QQ10	Akap9
uniprot:Q8R182	Prrg2
uniprot:Q4FJL0	Rab10
uniprot:Q05BC3	Eml1
uniprot:Q3UW41	Wfdc9
uniprot:O35684	Serpini1
uniprot:Q91WQ5	Taf5l
uniprot:E9QMV2	Abracl
uniprot:Q80VD1	Fam98b
uniprot:Q62240	Kdm5d
uniprot:D3YZV0	Ecm1
uniprot:Q923Z9	Fzd2
uniprot:F8VQ72	Map3k1
uniprot:P60330	Espl1
uniprot:Q8R050	Gspt1
uniprot:D6RFR2	Zfp846
uniprot:P61588	Rnd3
uniprot:Q8CH36	Slc36a4
uniprot:Q9CYL5	Glipr2
uniprot:A2ALL1	Ptpn3
uniprot:Q9CQ48	Nudcd2
uniprot:Q8CF10	Cela1
uniprot:Q61361	Bcan
uniprot:A0JLN1	Srp72
uniprot:E9Q672	Rit1
uniprot:Q6P4S8	Ints1
uniprot:Q08EA6	Il1f8
uniprot:Q9JJR9	Nrip3
uniprot:Q9Z0Y9	Nr1h3
uniprot:E0CYJ7	Mpnd
uniprot:Q3UEH4	Pklr
uniprot:P62267	Rps23
uniprot:E9Q5C5	Rb1
uniprot:Q3V2N2	Dkkl1
uniprot:Q9CZ20	H2-Q5
uniprot:Q9D265	Lcn12
uniprot:A2AE32	Gnat2
uniprot:Q7TNF5	Cbln1
uniprot:Q61216	Mre11
uniprot:Q8C025	Chpt1
uniprot:G3X942	Galnt9
uniprot:F6X479	Ace2
uniprot:Q8C008	Dzank1
uniprot:D3YZ60	Rex1bd
uniprot:Q9CQX8	Mrps36
uniprot:Q9WVF6	Pla2g2d
uniprot:Q9DBG6	Rpn2
uniprot:D3Z4N9	Far1
uniprot:D3Z794	Sumo2
uniprot:Q8CBC6	Lrrn3
uniprot:A2A8S3	Yipf1
uniprot:A3KG36	G6pdx
uniprot:Q8BS14	Pik3cd
uniprot:D3YTN5	Trim2
uniprot:P56485	Ackr3
uniprot:Q5SUF7	Cacna1g
uniprot:E9QPT4	Phc3
uniprot:Q8BLX4	Slc35c1
uniprot:P0C7W3	Tor2a
uniprot:Q9D1I5	Mcee
uniprot:D3YXX4	Unc50
uniprot:Q9QWK4	Cd5l
uniprot:Q922P6	Hebp2
uniprot:G3UZG2	Chd2
uniprot:P52801	Efna2
uniprot:P25688	Uox
uniprot:P52785	Gucy2e
uniprot:A2CG07	Gm15217
uniprot:Q5FWI3	Cemip2
uniprot:Q8R3H9	Ttc4
uniprot:Q3T9V8	Dctn1
uniprot:E9Q2S9	Ccdc43
uniprot:O88879	Apaf1
uniprot:Q8BLB5	Cdh18
uniprot:D6RET7	Gramd4
uniprot:G3UZ87	Dtnb
uniprot:Q3UQ05	Bpifb5
uniprot:Q5NCJ5	Rapgef6
uniprot:Q8BY69	Slco5a1
uniprot:Q3U2I0	Irs2
uniprot:Q76HL1	Prss43
uniprot:G3UZ43	Banp
uniprot:E9PY36	1700029H14Rik
uniprot:E9Q131	Rpl36a
uniprot:D3YYR1	Mov10
uniprot:E9Q9F7	Ccdc146
uniprot:Q6PI72	Syne1
uniprot:Q8K0Z5	Tpm3
uniprot:G3UYZ5	Rcbtb1
uniprot:Q3TRM4	Pnpla6
uniprot:P70236	Map2k6
uniprot:P56400	Gp1bb
uniprot:E9PX84	Dab2
uniprot:Q6NS59	Fam135a
uniprot:Q8R2G4	Art3
uniprot:Q3TYD7	Dnmt3a
uniprot:Q91ZA8	Nrarp
uniprot:Q9Z0E2	Chrd
uniprot:O88545	Cops6
uniprot:A7VJA4	Gmfg
uniprot:P39688	Fyn
uniprot:F6TCD3	Rasgrf2
uniprot:Q545B5	Ccl12
uniprot:F7BME0	Mgat4b
uniprot:Q7TNK8	Adm2
uniprot:Q8BUH8	Senp7
uniprot:A6H6T7	Daw1
uniprot:Q32NY4	Cnnm3
uniprot:Q922Y1	Ubxn1
uniprot:Q3TR28	Trim9
uniprot:Q9Z1X4	Ilf3
uniprot:Q8BVF6	Pvr
uniprot:Q63959	Kcnc3
uniprot:Q8K1Z6	Gpr18
uniprot:Q3V1L6	Mtmr11
uniprot:Q99KG1	Hnrnpr
uniprot:Q6A0C7	Rab21
uniprot:Q9D9P1	Chchd3
uniprot:Q8K072	Reep4
uniprot:Q8CG03	Pde5a
uniprot:Q924T3	Xrcc4
uniprot:A8JYK8	Ephx2
uniprot:Q3V040	Gm6588
uniprot:Q8K087	Gpr1
uniprot:E9Q2D0	Wipf3
uniprot:Q8BR93	Harbi1
uniprot:Q3TDA7	Pacsin2
uniprot:D3Z7K2	Trp63
uniprot:Q8CAQ8	Immt
uniprot:Q99MQ1	Bicc1
uniprot:Q6S387	Plec
uniprot:D3Z460	Gm1330
uniprot:Q3UMK1	Gm867
uniprot:Q3UM45	Ppp1r7
uniprot:Q5M9P5	Ndufs8
uniprot:E9Q585	Slc4a1ap
uniprot:Q3U4N7	Igflr1
uniprot:Q80XC2	Trmt61a
uniprot:E0CZA5	Nrxn1
uniprot:Q9Z205	Rfxank
uniprot:P48318	Gad1
uniprot:Q99JB6	Foxp3
uniprot:Q3V1V3	Esf1
uniprot:E9QMH1	Apobec3
uniprot:D3Z4D8	Abraxas2
uniprot:Q9WVM6	Tll2
uniprot:Q8BGQ4	Pomt2
uniprot:Q9JHG5	Klra2
uniprot:Q3U4I7	Pyroxd2
uniprot:Q03734	Serpina3m
uniprot:Q91XX7	Pcdhgb2
uniprot:Q9D0L1	Zbed3
uniprot:B1AXJ3	Lrp8
uniprot:Q3UDL6	Aplp2
uniprot:Q8BIH3	Ttn
uniprot:Q9CW79	Golga1
uniprot:Q80U04	Pja2
uniprot:Q8BWF0	Aldh5a1
uniprot:C4PFH6	Psmc3ip
uniprot:Q3U3S6	Pfkfb3
uniprot:E9PVF1	Phf11-ps
uniprot:Q91WC7	Nipal2
uniprot:Q3TR80	Akap13
uniprot:A8Y5I7	Gabrp
uniprot:B0V2H4	Atp6v1g2
uniprot:E9QLB2	Lyplal1
uniprot:Q8VHA6	Asb18
uniprot:Q8BHE4	Tmem108
uniprot:B2RX33	Steap2
uniprot:E9Q1R7	Tiam1
uniprot:Q7TNT2	Far2
uniprot:P19473	Trap1a
uniprot:Q3TZI6	Ccnj
uniprot:Q3TWW8	Srsf6
uniprot:Q9CUN8	Tubb6
uniprot:Q9DC71	Mrps15
uniprot:D3Z1Z3	Sgpl1
uniprot:Q3U523	Ankrd49
uniprot:Q8BL80	Arhgap22
uniprot:E9QAP4	Cd55b
uniprot:Q3UHI8	Akap6
uniprot:B2RUH8	Dzank1
uniprot:F7ACB1	Rapgef6
uniprot:Q9D020	Nt5c3a
uniprot:Q5RKP3	Rpl13
uniprot:Q54AE9	Nppb
uniprot:Q99LY0	Rpn1
uniprot:Q3UG15	Adam9
uniprot:Q8BMF8	Gldn
uniprot:Q9R1C7	Prpf40a
uniprot:Q4KUS2	Unc13a
uniprot:Q91WR6	Ginm1
uniprot:E9PUF4	Rbm26
uniprot:Q91YQ7	Rmnd5b
uniprot:Q8BUE7	Muc20
uniprot:B5B2N5	Nfatc1
uniprot:G3X9J1	Slc8a1
uniprot:Q8JZP9	Gas2l1
uniprot:Q9CR47	Nsa2
uniprot:D3Z5S2	Fbln2
uniprot:B9EHV0	Lrrc7
uniprot:Q922G7	Tekt2
uniprot:Q0P5Y0	Mbd3l1
uniprot:F6ZFB8	Tcirg1
uniprot:A6XDB0	Pde4d
uniprot:Q80VK8	Pde4b
uniprot:Q9D5V1	Actl11
uniprot:Q543M7	Kpna3
uniprot:B2RXT3	Ogdhl
uniprot:Q9CQ18	Rnaseh2c
uniprot:Q8K387	Usp45
uniprot:Q497G2	Cpsf3
uniprot:Q5DTM1	Magi1
uniprot:Q8K352	Sash3
uniprot:Q9DA57	Spata25
uniprot:Q8BS25	Fbxw2
uniprot:E9Q4K9	Smurf1
uniprot:E9PYA6	Arel1
uniprot:G5E8B5	Scgb1c1
uniprot:Q8K198	Krtap13-1
uniprot:Q91XC8	Dap
uniprot:E9QNC6	Lrrcc1
uniprot:Q5SS84	Dhrs13
uniprot:D6RCG8	P4ha2
uniprot:D3YUW2	Btbd8
uniprot:Q99L27	Gmpr2
uniprot:Q8C8Z9	Dtnb
uniprot:P97290	Serping1
uniprot:E0CYH4	Wdr26
uniprot:B0G0Y0	Kif26b
uniprot:Q6NXX8	Fam13c
uniprot:Q3U132	Tespa1
uniprot:F8WHX2	Cutc
uniprot:Q8BSN3	Ccdc151
uniprot:Q3U2L9	Arih2os
uniprot:D6RJ50	Parl
uniprot:Q791N7	Znrd1
uniprot:A1A4T2	Ganab
uniprot:Q8BH21	Ubp1
uniprot:Q91W97	Hkdc1
uniprot:Q9CQJ7	Pttg1
uniprot:F7CHS2	Eif4g2
uniprot:Q6PFV8	Cacna1g
uniprot:G5E8T7	9430038I01Rik
uniprot:G3X908	Dctd
uniprot:P47856	Gfpt1
uniprot:Q8BZ72	Klf7
uniprot:Q6P9L3	Bptf
uniprot:E9QM19	Tm6sf2
uniprot:O35718	Socs3
uniprot:P20067	Id1
uniprot:B0R044	Stkld1
uniprot:Q499L1	Mt4
uniprot:G3UZ66	Zic4
uniprot:Q9QZX7	Srr
uniprot:O35228	Ebi3
uniprot:P16301	Lcat
uniprot:Q62018	Ctr9
uniprot:Q149R8	Hs6st3
uniprot:G3UYS3	Mettl14
uniprot:E9Q8N5	Clasp2
uniprot:F6UPR7	Mbd2
uniprot:E9Q9W4	Slc27a6
uniprot:G3X992	Msl3l2
uniprot:Q8BKN5	Tubgcp5
uniprot:P35585	Ap1m1
uniprot:Q8BS95	Gpr89a
uniprot:Q9D1X8	Tspan2
uniprot:B1AR28	Acadvl
uniprot:Q547D1	Csn1s2a
uniprot:Q6PGK7	Chst10
uniprot:Q3URZ5	Gm10605
uniprot:B0R0U1	Mettl8
uniprot:Q3UI35	Sfrp2
uniprot:Q3TQS1	Larp1b
uniprot:Q8CDI2	Fbxo43
uniprot:D3Z1C5	Ldb1
uniprot:Q2TA94	Cblc
uniprot:Q8BVC8	Llgl2
uniprot:D3YUP8	Ing3
uniprot:O70220	Foxq1
uniprot:D6RJM4	Cyp3a25
uniprot:E9Q612	Ptpro
uniprot:P30051	Tead1
uniprot:D3Z3W7	Rad9b
uniprot:B9EHK7	Hoxa1
uniprot:O35898	Sp100
uniprot:Q91WE3	Rpp25
uniprot:Q8BP54	Pcx
uniprot:G3X8P9	Aox1
uniprot:D3YUI3	Pzp
uniprot:Q91X36	Sult5a1
uniprot:A2AN81	Dkc1
uniprot:D3YTZ6	Slc7a12
uniprot:Q3UGC7	Eif3j1
uniprot:Q8C8D9	Sgcd
uniprot:Q810L8	Fzd7
uniprot:Q9D9A3	Herc6
uniprot:P19091	Ar
uniprot:P08113	Hsp90b1
uniprot:D3YXV4	Snrk
uniprot:Q8BIA1	Fryl
uniprot:Q9QYE6	Golga5
uniprot:Q6PFE0	Nkx2-1
uniprot:B7ZBY0	Ankrd54
uniprot:Q9CXB2	Slc10a6
uniprot:D6RDT9	Gucd1
uniprot:Q80ZE2	Siglecf
uniprot:Q8CAC4	Cdk7
uniprot:Q7TNL9	Chchd10
uniprot:Q9JI70	Mkks
uniprot:B2RTG7	Wdr26
uniprot:Q7M6X3	Zfp759
uniprot:Q91WA3	Hdac11
uniprot:Q8R4B5	Dscaml1
uniprot:Q5I0V6	Trdmt1
uniprot:E9PWI9	Lmo3
uniprot:Q9JJA4	Wdr12
uniprot:Q9D127	Cfap410
uniprot:G5E8H4	Uxs1
uniprot:D3YWH3	Atp6v1a
uniprot:Q4FJX1	Kpna4
uniprot:Q8C9U4	Gm9958
uniprot:B7ZC90	Crocc
uniprot:Q80ZM5	H1f10
uniprot:A2AB59	Arhgap27
uniprot:Q8C314	Tex26
uniprot:Q6ZWM8	mCG_126872
uniprot:Q78ZW9	T
uniprot:Q9D176	Susd3
uniprot:Q31143	H2-Ob
uniprot:P43406	Itgav
uniprot:Q9CYB0	Trim13
uniprot:Q8CDE8	Spdye4b
uniprot:Q8R4F0	Mcoln3
uniprot:D3YTN7	Agpat3
uniprot:Q8CHI8	Ep400
uniprot:Q6P8Y7	Snx31
uniprot:Q3TT90	Sh3kbp1
uniprot:Q8BW00	Ptrh1
uniprot:E9PZ95	Eps8l1
uniprot:Q3UFP7	Nrp1
uniprot:Q8K2W3	Txndc11
uniprot:Q8BFU0	Rspo2
uniprot:E9Q4Q9	Mast4
uniprot:Q9Z0V7	Timm17b
uniprot:O88602	Cacng2
uniprot:Q80TT8	Cul9
uniprot:Q9JHB4	Wdr31
uniprot:D3Z7S5	Tmem208
uniprot:E9Q5P6	Pdzrn4
uniprot:Q8BIF3	Zfp273
uniprot:Q5D1J0	Spam1
uniprot:Q9D0F7	Pus3
uniprot:Q9JLM9	Grb14
uniprot:Q9DBI0	Tmprss6
uniprot:D3Z4R1	Hfm1
uniprot:Q9D0C5	Nme4
uniprot:A2AN46	Golga2
uniprot:Q3TAF4	Sipa1l1
uniprot:B7ZWD6	Cym
uniprot:Q9D1D4	Tmed10
uniprot:Q3U882	Sec24b
uniprot:Q3USQ2	Zfp467
uniprot:Q99JI6	Rap1b
uniprot:P60824	Cirbp
uniprot:A2BES2	Sat1
uniprot:Q3UV48	Lrrc30
uniprot:Q9DAI7	1700010B08Rik
uniprot:Q6PHN9	Rab35
uniprot:D3YWJ2	Zfp931
uniprot:P15209	Ntrk2
uniprot:Q7TPH6	Mycbp2
uniprot:D3Z763	Boc
uniprot:Q3TIV5	Zc3h15
uniprot:Q3UVA4	Pik3cg
uniprot:P11247	Mpo
uniprot:Q9QZ09	Phtf1
uniprot:B1ARV3	Lao1
